Public_MAG_ID	Domain	phylum	class	order	family	genus	species	no_species_assignment
RESPICAT_MAG_000001	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	NA	TRUE
RESPICAT_MAG_000002	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca	FALSE
RESPICAT_MAG_000003	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Serratia	Serratia marcescens_K	FALSE
RESPICAT_MAG_000004	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Proteus	Proteus mirabilis	FALSE
RESPICAT_MAG_000005	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus paracasei	FALSE
RESPICAT_MAG_000006	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae	FALSE
RESPICAT_MAG_000007	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	FALSE
RESPICAT_MAG_000008	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp900766505	FALSE
RESPICAT_MAG_000009	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus stomatis	FALSE
RESPICAT_MAG_000010	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidia extructa	FALSE
RESPICAT_MAG_000011	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia_A	FALSE
RESPICAT_MAG_000012	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia	FALSE
RESPICAT_MAG_000013	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	FALSE
RESPICAT_MAG_000014	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	NA	TRUE
RESPICAT_MAG_000015	Bacteria	Actinomycetota	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium namnetense	FALSE
RESPICAT_MAG_000016	Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Lawsonella	Lawsonella clevelandensis_A	FALSE
RESPICAT_MAG_000017	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Microbacteriaceae	Tropheryma	Tropheryma whipplei	FALSE
RESPICAT_MAG_000018	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella denticola	FALSE
RESPICAT_MAG_000019	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE
RESPICAT_MAG_000020	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Micrococcaceae	Rothia	NA	TRUE
RESPICAT_MAG_000021	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas sp916438625	FALSE
RESPICAT_MAG_000022	Bacteria	Patescibacteria	JAEDAM01	Absconditabacterales	Absconditicoccaceae	HOT-345	HOT-345 sp013333295	FALSE
RESPICAT_MAG_000023	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria perflava	FALSE
RESPICAT_MAG_000024	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella nakazawae	FALSE
RESPICAT_MAG_000025	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidia sp900554555	FALSE
RESPICAT_MAG_000026	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Pauljensenia	Pauljensenia sp019425105	FALSE
RESPICAT_MAG_000027	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	FALSE
RESPICAT_MAG_000028	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis_E	FALSE
RESPICAT_MAG_000029	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	FALSE
RESPICAT_MAG_000030	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella histicola	FALSE
RESPICAT_MAG_000031	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gordonii	FALSE
RESPICAT_MAG_000032	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella disiens	FALSE
RESPICAT_MAG_000033	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella marshii	FALSE
RESPICAT_MAG_000034	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA4285	UBA4285 sp900542465	FALSE
RESPICAT_MAG_000035	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus constellatus	FALSE
RESPICAT_MAG_000036	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas sp000214475	FALSE
RESPICAT_MAG_000037	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Pauljensenia	Pauljensenia sp916438945	FALSE
RESPICAT_MAG_000038	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium vaginale_E	FALSE
RESPICAT_MAG_000039	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	Bulleidia sp015256775	FALSE
RESPICAT_MAG_000040	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Catonella	NA	TRUE
RESPICAT_MAG_000041	Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium sp900539985	FALSE
RESPICAT_MAG_000042	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	NA	TRUE
RESPICAT_MAG_000043	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Pauljensenia	NA	TRUE
RESPICAT_MAG_000044	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Pauljensenia	Pauljensenia odontolytica_B	FALSE
RESPICAT_MAG_000045	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	NA	TRUE
RESPICAT_MAG_000046	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp013333285	FALSE
RESPICAT_MAG_000047	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus anaerobius	FALSE
RESPICAT_MAG_000048	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella jejuni	FALSE
RESPICAT_MAG_000049	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus massiliensis	FALSE
RESPICAT_MAG_000050	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000467895	FALSE
RESPICAT_MAG_000051	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp903645285	FALSE
RESPICAT_MAG_000052	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella bivia	FALSE
RESPICAT_MAG_000053	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium_C	Fusobacterium_C gonidiaformans	FALSE
RESPICAT_MAG_000054	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella timonensis	FALSE
RESPICAT_MAG_000055	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Pauljensenia	Pauljensenia sp000185285	FALSE
RESPICAT_MAG_000056	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus acidilactici_A	FALSE
RESPICAT_MAG_000057	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	Oribacterium sp015258095	FALSE
RESPICAT_MAG_000058	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus_A	Peptoniphilus_A gorbachii	FALSE
RESPICAT_MAG_000059	Bacteria	Bacillota	Bacilli	Staphylococcales	Gemellaceae	Gemella	NA	TRUE
RESPICAT_MAG_000060	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	Oribacterium sp000160135	FALSE
RESPICAT_MAG_000061	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Alloscardovia	Alloscardovia omnicolens	FALSE
RESPICAT_MAG_000062	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mitis_H	FALSE
RESPICAT_MAG_000063	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Alloprevotella	Alloprevotella sp916438195	FALSE
RESPICAT_MAG_000064	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus octavius	FALSE
RESPICAT_MAG_000065	Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium sp001807485	FALSE
RESPICAT_MAG_000066	Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	NA	TRUE
RESPICAT_MAG_000067	Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium aurimucosum_E	FALSE
RESPICAT_MAG_000068	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Shuttleworthia	Shuttleworthia satelles	FALSE
RESPICAT_MAG_000069	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp013333935	FALSE
RESPICAT_MAG_000070	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Pauljensenia	Pauljensenia sp000466265	FALSE
RESPICAT_MAG_000071	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lacticaseibacillus rhamnosus	FALSE
RESPICAT_MAG_000072	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus	FALSE
RESPICAT_MAG_000073	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Pauljensenia	Pauljensenia radingae_A	FALSE
RESPICAT_MAG_000074	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella aerogenes	FALSE
RESPICAT_MAG_000075	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	FALSE
RESPICAT_MAG_000076	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus oralis_H	FALSE
RESPICAT_MAG_000077	Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium amycolatum_A	FALSE
RESPICAT_MAG_000078	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	Lancefieldella rimae	FALSE
RESPICAT_MAG_000079	Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium striatum	FALSE
RESPICAT_MAG_000080	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus lugdunensis	FALSE
RESPICAT_MAG_000081	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna_H	FALSE
RESPICAT_MAG_000082	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Gleimia	Gleimia europaea_A	FALSE
RESPICAT_MAG_000083	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Anaerococcus	NA	TRUE
RESPICAT_MAG_000084	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus_A	Peptoniphilus_A lacrimalis	FALSE
RESPICAT_MAG_000085	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Eubacterium_B	Eubacterium_B infirmum	FALSE
RESPICAT_MAG_000086	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna	FALSE
RESPICAT_MAG_000087	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Micrococcaceae	Rothia	Rothia mucilaginosa_A	FALSE
RESPICAT_MAG_000088	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	FALSE
RESPICAT_MAG_000089	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus crispatus	FALSE
RESPICAT_MAG_000090	Bacteria	Bacillota	Bacilli	RFN20	CAG-288	Enterosoma	NA	TRUE
RESPICAT_MAG_000091	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	FALSE
RESPICAT_MAG_000092	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella oulorum	FALSE
RESPICAT_MAG_000093	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	FALSE
RESPICAT_MAG_000094	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella veroralis	FALSE
RESPICAT_MAG_000095	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas micra	FALSE
RESPICAT_MAG_000096	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	Campylobacter_A concisus_A	FALSE
RESPICAT_MAG_000097	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE
RESPICAT_MAG_000098	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella oris	FALSE
RESPICAT_MAG_000099	Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium aurimucosum	FALSE
RESPICAT_MAG_000100	Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium simulans	FALSE
RESPICAT_MAG_000101	Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium jeikeium_A	FALSE
RESPICAT_MAG_000102	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA	TRUE
RESPICAT_MAG_000103	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella enoeca	FALSE
RESPICAT_MAG_000104	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Finegoldia	Finegoldia magna_F	FALSE
RESPICAT_MAG_000105	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella nanceiensis	FALSE
RESPICAT_MAG_000106	Bacteria	Bacillota	Bacilli	Staphylococcales	Gemellaceae	Gemella	Gemella morbillorum	FALSE
RESPICAT_MAG_000107	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Gallibacter	Gallibacter brachus	FALSE
RESPICAT_MAG_000108	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	NA	TRUE
RESPICAT_MAG_000109	Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium aurimucosum_C	FALSE
RESPICAT_MAG_000110	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Mogibacterium	Mogibacterium timidum	FALSE
RESPICAT_MAG_000111	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Centipeda	Centipeda sp000286455	FALSE
RESPICAT_MAG_000112	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cenocepacia	FALSE
RESPICAT_MAG_000113	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Fannyhessea	Fannyhessea vaginae	FALSE
RESPICAT_MAG_000114	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus sp900759325	FALSE
RESPICAT_MAG_000115	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium animalis	FALSE
RESPICAT_MAG_000116	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica	FALSE
RESPICAT_MAG_000117	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus nagyae	FALSE
RESPICAT_MAG_000118	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus jeddahensis	FALSE
RESPICAT_MAG_000119	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Mogibacterium	Mogibacterium diversum	FALSE
RESPICAT_MAG_000120	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus_A	Peptoniphilus_A lacydonensis	FALSE
RESPICAT_MAG_000121	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp015256945	FALSE
RESPICAT_MAG_000122	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella_I	Olsenella_I phocaeensis	FALSE
RESPICAT_MAG_000123	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus intermedius	FALSE
RESPICAT_MAG_000124	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	FALSE
RESPICAT_MAG_000125	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Micrococcaceae	Pseudoglutamicibacter	Pseudoglutamicibacter cumminsii	FALSE
RESPICAT_MAG_000126	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Anaerococcus	NA	TRUE
RESPICAT_MAG_000127	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus_B	Enterococcus_B faecium	FALSE
RESPICAT_MAG_000128	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus anginosus_C	FALSE
RESPICAT_MAG_000129	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus simulans	FALSE
RESPICAT_MAG_000130	Bacteria	Bacillota	Bacilli	RF39	UBA660	RUG343	NA	TRUE
RESPICAT_MAG_000131	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	TRUE
RESPICAT_MAG_000132	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE
RESPICAT_MAG_000133	Bacteria	Patescibacteria	JAEDAM01	Absconditabacterales	Absconditicoccaceae	HOT-345	HOT-345 sp916049765	FALSE
RESPICAT_MAG_000134	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	NA	TRUE
RESPICAT_MAG_000135	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp927910885	FALSE
RESPICAT_MAG_000136	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE
RESPICAT_MAG_000137	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	NA	TRUE
RESPICAT_MAG_000138	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga leadbetteri	FALSE
RESPICAT_MAG_000139	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Mogibacterium	Mogibacterium sp916438645	FALSE
RESPICAT_MAG_000140	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	Nanosyncoccus nanoralicus	FALSE
RESPICAT_MAG_000141	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	CAJPTX01	Bacteroides_D	Bacteroides_D sp013333195	FALSE
RESPICAT_MAG_000142	Bacteria	Patescibacteria	JAEDAM01	Absconditabacterales	Absconditicoccaceae	HOT-345	NA	TRUE
RESPICAT_MAG_000143	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella melaninogenica_A	FALSE
RESPICAT_MAG_000144	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA	TRUE
RESPICAT_MAG_000145	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanogingivalaceae	Nanogingivalis	NA	TRUE
RESPICAT_MAG_000146	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Hornefia	Hornefia nodata	FALSE
RESPICAT_MAG_000147	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	JABCPE02	NA	TRUE
RESPICAT_MAG_000148	Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium sp915275065	FALSE
RESPICAT_MAG_000149	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp001278845	FALSE
RESPICAT_MAG_000150	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	TRUE
RESPICAT_MAG_000151	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	JABCPE02	NA	TRUE
RESPICAT_MAG_000152	Bacteria	Bacillota	Bacilli	Staphylococcales	Gemellaceae	Gemella	NA	TRUE
RESPICAT_MAG_000153	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA	TRUE
RESPICAT_MAG_000154	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanogingivalaceae	Nanogingivalis	Nanogingivalis sp900555945	FALSE
RESPICAT_MAG_000155	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus plantarum	FALSE
RESPICAT_MAG_000156	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella sp916720335	FALSE
RESPICAT_MAG_000157	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE
RESPICAT_MAG_000158	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE
RESPICAT_MAG_000159	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	Campylobacter_A concisus_R	FALSE
RESPICAT_MAG_000160	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_A	Lautropia	Lautropia mirabilis	FALSE
RESPICAT_MAG_000161	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga bilenii	FALSE
RESPICAT_MAG_000162	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Pasteurellaceae	Aggregatibacter	Aggregatibacter segnis	FALSE
RESPICAT_MAG_000163	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	NA	TRUE
RESPICAT_MAG_000164	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	TRUE
RESPICAT_MAG_000165	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	CAJPNX01	CAJPNX01 sp905372165	FALSE
RESPICAT_MAG_000166	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp000187745	FALSE
RESPICAT_MAG_000167	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella aurantiaca	FALSE
RESPICAT_MAG_000168	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Metamycoplasmataceae	Metamycoplasma	NA	TRUE
RESPICAT_MAG_000169	Bacteria	Bacillota	Bacilli	Acholeplasmatales	Acholeplasmataceae	NA	NA	TRUE
RESPICAT_MAG_000170	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	Oribacterium parvum	FALSE
RESPICAT_MAG_000171	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Pasteurellaceae	Haemophilus_A	Haemophilus_A parahaemolyticus	FALSE
RESPICAT_MAG_000172	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus shenyangsis	FALSE
RESPICAT_MAG_000173	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella intermedia	FALSE
RESPICAT_MAG_000174	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema	NA	TRUE
RESPICAT_MAG_000175	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema	NA	TRUE
RESPICAT_MAG_000176	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	NA	TRUE
RESPICAT_MAG_000177	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE
RESPICAT_MAG_000178	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	FALSE
RESPICAT_MAG_000179	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA	TRUE
RESPICAT_MAG_000180	Bacteria	Bacillota_A	Clostridia	TANB77	CAG-508	JABCPO02	NA	TRUE
RESPICAT_MAG_000181	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	JABZIP01	JABZIP01 sp015258265	FALSE
RESPICAT_MAG_000182	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella catarrhalis	FALSE
